id,name,sport,year,brand,setName,source,searchText,displayName
generated_Golf_2023_Phoenix,Phoenix,Golf,2023,Panini,Phoenix,generated,golf 2023 phoenix,Golf 2023 Panini Phoenix
generated_Golf_2023_Recon,Recon,Golf,2023,Panini,Recon,generated,golf 2023 recon,Golf 2023 Panini Recon
generated_Golf_2023_Status,Status,Golf,2023,Panini,Status,generated,golf 2023 status,Golf 2023 Panini Status
generated_Golf_2023_Immaculate,Immaculate,Golf,2023,Panini,Immaculate,generated,golf 2023 immaculate,Golf 2023 Panini Immaculate
generated_Golf_2023_National Treasures,National Treasures,Golf,2023,Panini,National Treasures,generated,golf 2023 national treasures,Golf 2023 Panini National Treasures
generated_Golf_2022_Series One,Series One,Golf,2022,Topps,Series One,generated,golf 2022 series one,Golf 2022 Topps Series One
generated_Golf_2022_Chrome,Chrome,Golf,2022,Topps,Chrome,generated,golf 2022 chrome,Golf 2022 Topps Chrome
generated_Golf_2022_Prizm,Prizm,Golf,2022,Panini,Prizm,generated,golf 2022 prizm,Golf 2022 Panini Prizm
generated_Golf_2022_Select,Select,Golf,2022,Panini,Select,generated,golf 2022 select,Golf 2022 Panini Select
generated_Golf_2022_Optic,Optic,Golf,2022,Donruss,Optic,generated,golf 2022 optic,Golf 2022 Donruss Optic
generated_Golf_2022_Donruss,Donruss,Golf,2022,Donruss,Donruss,generated,golf 2022 donruss,Golf 2022 Donruss Donruss
generated_Golf_2022_Hoops,Hoops,Golf,2022,Panini,Hoops,generated,golf 2022 hoops,Golf 2022 Panini Hoops
generated_Golf_2022_Chronicles,Chronicles,Golf,2022,Panini,Chronicles,generated,golf 2022 chronicles,Golf 2022 Panini Chronicles
generated_Golf_2022_Spectra,Spectra,Golf,2022,Panini,Spectra,generated,golf 2022 spectra,Golf 2022 Panini Spectra
generated_Golf_2022_Illusions,Illusions,Golf,2022,Panini,Illusions,generated,golf 2022 illusions,Golf 2022 Panini Illusions
generated_Golf_2022_Contenders,Contenders,Golf,2022,Upper Deck,Contenders,generated,golf 2022 contenders,Golf 2022 Upper Deck Contenders
generated_Golf_2022_Obsidian,Obsidian,Golf,2022,Panini,Obsidian,generated,golf 2022 obsidian,Golf 2022 Panini Obsidian
generated_Golf_2022_Flux,Flux,Golf,2022,Panini,Flux,generated,golf 2022 flux,Golf 2022 Panini Flux
generated_Golf_2022_Crown Royale,Crown Royale,Golf,2022,Panini,Crown Royale,generated,golf 2022 crown royale,Golf 2022 Panini Crown Royale
generated_Golf_2022_Phoenix,Phoenix,Golf,2022,Panini,Phoenix,generated,golf 2022 phoenix,Golf 2022 Panini Phoenix
generated_Golf_2022_Recon,Recon,Golf,2022,Panini,Recon,generated,golf 2022 recon,Golf 2022 Panini Recon
generated_Golf_2022_Status,Status,Golf,2022,Panini,Status,generated,golf 2022 status,Golf 2022 Panini Status
generated_Golf_2022_Immaculate,Immaculate,Golf,2022,Panini,Immaculate,generated,golf 2022 immaculate,Golf 2022 Panini Immaculate
generated_Golf_2022_National Treasures,National Treasures,Golf,2022,Panini,National Treasures,generated,golf 2022 national treasures,Golf 2022 Panini National Treasures
generated_Golf_2021_Series One,Series One,Golf,2021,Topps,Series One,generated,golf 2021 series one,Golf 2021 Topps Series One
generated_Golf_2021_Chrome,Chrome,Golf,2021,Topps,Chrome,generated,golf 2021 chrome,Golf 2021 Topps Chrome
generated_Golf_2021_Prizm,Prizm,Golf,2021,Panini,Prizm,generated,golf 2021 prizm,Golf 2021 Panini Prizm
generated_Golf_2021_Select,Select,Golf,2021,Panini,Select,generated,golf 2021 select,Golf 2021 Panini Select
generated_Golf_2021_Optic,Optic,Golf,2021,Donruss,Optic,generated,golf 2021 optic,Golf 2021 Donruss Optic
generated_Golf_2021_Donruss,Donruss,Golf,2021,Donruss,Donruss,generated,golf 2021 donruss,Golf 2021 Donruss Donruss
generated_Golf_2021_Hoops,Hoops,Golf,2021,Panini,Hoops,generated,golf 2021 hoops,Golf 2021 Panini Hoops
generated_Golf_2021_Chronicles,Chronicles,Golf,2021,Panini,Chronicles,generated,golf 2021 chronicles,Golf 2021 Panini Chronicles
generated_Golf_2021_Spectra,Spectra,Golf,2021,Panini,Spectra,generated,golf 2021 spectra,Golf 2021 Panini Spectra
generated_Golf_2021_Illusions,Illusions,Golf,2021,Panini,Illusions,generated,golf 2021 illusions,Golf 2021 Panini Illusions
generated_Golf_2021_Contenders,Contenders,Golf,2021,Upper Deck,Contenders,generated,golf 2021 contenders,Golf 2021 Upper Deck Contenders
generated_Golf_2021_Obsidian,Obsidian,Golf,2021,Panini,Obsidian,generated,golf 2021 obsidian,Golf 2021 Panini Obsidian
generated_Golf_2021_Flux,Flux,Golf,2021,Panini,Flux,generated,golf 2021 flux,Golf 2021 Panini Flux
generated_Golf_2021_Crown Royale,Crown Royale,Golf,2021,Panini,Crown Royale,generated,golf 2021 crown royale,Golf 2021 Panini Crown Royale
generated_Golf_2021_Phoenix,Phoenix,Golf,2021,Panini,Phoenix,generated,golf 2021 phoenix,Golf 2021 Panini Phoenix
generated_Golf_2021_Recon,Recon,Golf,2021,Panini,Recon,generated,golf 2021 recon,Golf 2021 Panini Recon
generated_Golf_2021_Status,Status,Golf,2021,Panini,Status,generated,golf 2021 status,Golf 2021 Panini Status
generated_Golf_2021_Immaculate,Immaculate,Golf,2021,Panini,Immaculate,generated,golf 2021 immaculate,Golf 2021 Panini Immaculate
generated_Golf_2021_National Treasures,National Treasures,Golf,2021,Panini,National Treasures,generated,golf 2021 national treasures,Golf 2021 Panini National Treasures
generated_Golf_2020_Series One,Series One,Golf,2020,Topps,Series One,generated,golf 2020 series one,Golf 2020 Topps Series One
generated_Golf_2020_Chrome,Chrome,Golf,2020,Topps,Chrome,generated,golf 2020 chrome,Golf 2020 Topps Chrome
generated_Golf_2020_Prizm,Prizm,Golf,2020,Panini,Prizm,generated,golf 2020 prizm,Golf 2020 Panini Prizm
generated_Golf_2020_Select,Select,Golf,2020,Panini,Select,generated,golf 2020 select,Golf 2020 Panini Select
generated_Golf_2020_Optic,Optic,Golf,2020,Donruss,Optic,generated,golf 2020 optic,Golf 2020 Donruss Optic
generated_Golf_2020_Donruss,Donruss,Golf,2020,Donruss,Donruss,generated,golf 2020 donruss,Golf 2020 Donruss Donruss
generated_Golf_2020_Hoops,Hoops,Golf,2020,Panini,Hoops,generated,golf 2020 hoops,Golf 2020 Panini Hoops
generated_Golf_2020_Chronicles,Chronicles,Golf,2020,Panini,Chronicles,generated,golf 2020 chronicles,Golf 2020 Panini Chronicles
generated_Golf_2020_Spectra,Spectra,Golf,2020,Panini,Spectra,generated,golf 2020 spectra,Golf 2020 Panini Spectra
generated_Golf_2020_Illusions,Illusions,Golf,2020,Panini,Illusions,generated,golf 2020 illusions,Golf 2020 Panini Illusions
generated_Golf_2020_Contenders,Contenders,Golf,2020,Upper Deck,Contenders,generated,golf 2020 contenders,Golf 2020 Upper Deck Contenders
generated_Golf_2020_Obsidian,Obsidian,Golf,2020,Panini,Obsidian,generated,golf 2020 obsidian,Golf 2020 Panini Obsidian
generated_Golf_2020_Flux,Flux,Golf,2020,Panini,Flux,generated,golf 2020 flux,Golf 2020 Panini Flux
generated_Golf_2020_Crown Royale,Crown Royale,Golf,2020,Panini,Crown Royale,generated,golf 2020 crown royale,Golf 2020 Panini Crown Royale
generated_Golf_2020_Phoenix,Phoenix,Golf,2020,Panini,Phoenix,generated,golf 2020 phoenix,Golf 2020 Panini Phoenix
generated_Golf_2020_Recon,Recon,Golf,2020,Panini,Recon,generated,golf 2020 recon,Golf 2020 Panini Recon
generated_Golf_2020_Status,Status,Golf,2020,Panini,Status,generated,golf 2020 status,Golf 2020 Panini Status
generated_Golf_2020_Immaculate,Immaculate,Golf,2020,Panini,Immaculate,generated,golf 2020 immaculate,Golf 2020 Panini Immaculate
generated_Golf_2020_National Treasures,National Treasures,Golf,2020,Panini,National Treasures,generated,golf 2020 national treasures,Golf 2020 Panini National Treasures
generated_Golf_2019_Series One,Series One,Golf,2019,Topps,Series One,generated,golf 2019 series one,Golf 2019 Topps Series One
generated_Golf_2019_Chrome,Chrome,Golf,2019,Topps,Chrome,generated,golf 2019 chrome,Golf 2019 Topps Chrome
generated_Golf_2019_Prizm,Prizm,Golf,2019,Panini,Prizm,generated,golf 2019 prizm,Golf 2019 Panini Prizm
generated_Golf_2019_Select,Select,Golf,2019,Panini,Select,generated,golf 2019 select,Golf 2019 Panini Select
generated_Golf_2019_Optic,Optic,Golf,2019,Donruss,Optic,generated,golf 2019 optic,Golf 2019 Donruss Optic
generated_Golf_2019_Donruss,Donruss,Golf,2019,Donruss,Donruss,generated,golf 2019 donruss,Golf 2019 Donruss Donruss
generated_Golf_2019_Hoops,Hoops,Golf,2019,Panini,Hoops,generated,golf 2019 hoops,Golf 2019 Panini Hoops
generated_Golf_2019_Chronicles,Chronicles,Golf,2019,Panini,Chronicles,generated,golf 2019 chronicles,Golf 2019 Panini Chronicles
generated_Golf_2019_Spectra,Spectra,Golf,2019,Panini,Spectra,generated,golf 2019 spectra,Golf 2019 Panini Spectra
generated_Golf_2019_Illusions,Illusions,Golf,2019,Panini,Illusions,generated,golf 2019 illusions,Golf 2019 Panini Illusions
generated_Golf_2019_Contenders,Contenders,Golf,2019,Upper Deck,Contenders,generated,golf 2019 contenders,Golf 2019 Upper Deck Contenders
generated_Golf_2019_Obsidian,Obsidian,Golf,2019,Panini,Obsidian,generated,golf 2019 obsidian,Golf 2019 Panini Obsidian
generated_Golf_2019_Flux,Flux,Golf,2019,Panini,Flux,generated,golf 2019 flux,Golf 2019 Panini Flux
generated_Golf_2019_Crown Royale,Crown Royale,Golf,2019,Panini,Crown Royale,generated,golf 2019 crown royale,Golf 2019 Panini Crown Royale
generated_Golf_2019_Phoenix,Phoenix,Golf,2019,Panini,Phoenix,generated,golf 2019 phoenix,Golf 2019 Panini Phoenix
generated_Golf_2019_Recon,Recon,Golf,2019,Panini,Recon,generated,golf 2019 recon,Golf 2019 Panini Recon
generated_Golf_2019_Status,Status,Golf,2019,Panini,Status,generated,golf 2019 status,Golf 2019 Panini Status
generated_Golf_2019_Immaculate,Immaculate,Golf,2019,Panini,Immaculate,generated,golf 2019 immaculate,Golf 2019 Panini Immaculate
generated_Golf_2019_National Treasures,National Treasures,Golf,2019,Panini,National Treasures,generated,golf 2019 national treasures,Golf 2019 Panini National Treasures
generated_Golf_2018_Series One,Series One,Golf,2018,Topps,Series One,generated,golf 2018 series one,Golf 2018 Topps Series One
generated_Golf_2018_Chrome,Chrome,Golf,2018,Topps,Chrome,generated,golf 2018 chrome,Golf 2018 Topps Chrome
generated_Golf_2018_Prizm,Prizm,Golf,2018,Panini,Prizm,generated,golf 2018 prizm,Golf 2018 Panini Prizm
generated_Golf_2018_Select,Select,Golf,2018,Panini,Select,generated,golf 2018 select,Golf 2018 Panini Select
generated_Golf_2018_Optic,Optic,Golf,2018,Donruss,Optic,generated,golf 2018 optic,Golf 2018 Donruss Optic
generated_Golf_2018_Donruss,Donruss,Golf,2018,Donruss,Donruss,generated,golf 2018 donruss,Golf 2018 Donruss Donruss
generated_Golf_2018_Hoops,Hoops,Golf,2018,Panini,Hoops,generated,golf 2018 hoops,Golf 2018 Panini Hoops
generated_Golf_2018_Chronicles,Chronicles,Golf,2018,Panini,Chronicles,generated,golf 2018 chronicles,Golf 2018 Panini Chronicles
generated_Golf_2018_Spectra,Spectra,Golf,2018,Panini,Spectra,generated,golf 2018 spectra,Golf 2018 Panini Spectra
generated_Golf_2018_Illusions,Illusions,Golf,2018,Panini,Illusions,generated,golf 2018 illusions,Golf 2018 Panini Illusions
generated_Golf_2018_Contenders,Contenders,Golf,2018,Upper Deck,Contenders,generated,golf 2018 contenders,Golf 2018 Upper Deck Contenders
generated_Golf_2018_Obsidian,Obsidian,Golf,2018,Panini,Obsidian,generated,golf 2018 obsidian,Golf 2018 Panini Obsidian
generated_Golf_2018_Flux,Flux,Golf,2018,Panini,Flux,generated,golf 2018 flux,Golf 2018 Panini Flux
generated_Golf_2018_Crown Royale,Crown Royale,Golf,2018,Panini,Crown Royale,generated,golf 2018 crown royale,Golf 2018 Panini Crown Royale
generated_Golf_2018_Phoenix,Phoenix,Golf,2018,Panini,Phoenix,generated,golf 2018 phoenix,Golf 2018 Panini Phoenix
generated_Golf_2018_Recon,Recon,Golf,2018,Panini,Recon,generated,golf 2018 recon,Golf 2018 Panini Recon
generated_Golf_2018_Status,Status,Golf,2018,Panini,Status,generated,golf 2018 status,Golf 2018 Panini Status
generated_Golf_2018_Immaculate,Immaculate,Golf,2018,Panini,Immaculate,generated,golf 2018 immaculate,Golf 2018 Panini Immaculate
generated_Golf_2018_National Treasures,National Treasures,Golf,2018,Panini,National Treasures,generated,golf 2018 national treasures,Golf 2018 Panini National Treasures
generated_Golf_2017_Series One,Series One,Golf,2017,Topps,Series One,generated,golf 2017 series one,Golf 2017 Topps Series One
generated_Golf_2017_Chrome,Chrome,Golf,2017,Topps,Chrome,generated,golf 2017 chrome,Golf 2017 Topps Chrome
generated_Golf_2017_Prizm,Prizm,Golf,2017,Panini,Prizm,generated,golf 2017 prizm,Golf 2017 Panini Prizm
generated_Golf_2017_Select,Select,Golf,2017,Panini,Select,generated,golf 2017 select,Golf 2017 Panini Select
generated_Golf_2017_Optic,Optic,Golf,2017,Donruss,Optic,generated,golf 2017 optic,Golf 2017 Donruss Optic
generated_Golf_2017_Donruss,Donruss,Golf,2017,Donruss,Donruss,generated,golf 2017 donruss,Golf 2017 Donruss Donruss
generated_Golf_2017_Hoops,Hoops,Golf,2017,Panini,Hoops,generated,golf 2017 hoops,Golf 2017 Panini Hoops
generated_Golf_2017_Chronicles,Chronicles,Golf,2017,Panini,Chronicles,generated,golf 2017 chronicles,Golf 2017 Panini Chronicles
generated_Golf_2017_Spectra,Spectra,Golf,2017,Panini,Spectra,generated,golf 2017 spectra,Golf 2017 Panini Spectra
generated_Golf_2017_Illusions,Illusions,Golf,2017,Panini,Illusions,generated,golf 2017 illusions,Golf 2017 Panini Illusions
generated_Golf_2017_Contenders,Contenders,Golf,2017,Upper Deck,Contenders,generated,golf 2017 contenders,Golf 2017 Upper Deck Contenders
generated_Golf_2017_Obsidian,Obsidian,Golf,2017,Panini,Obsidian,generated,golf 2017 obsidian,Golf 2017 Panini Obsidian
generated_Golf_2017_Flux,Flux,Golf,2017,Panini,Flux,generated,golf 2017 flux,Golf 2017 Panini Flux
generated_Golf_2017_Crown Royale,Crown Royale,Golf,2017,Panini,Crown Royale,generated,golf 2017 crown royale,Golf 2017 Panini Crown Royale
generated_Golf_2017_Phoenix,Phoenix,Golf,2017,Panini,Phoenix,generated,golf 2017 phoenix,Golf 2017 Panini Phoenix
generated_Golf_2017_Recon,Recon,Golf,2017,Panini,Recon,generated,golf 2017 recon,Golf 2017 Panini Recon
generated_Golf_2017_Status,Status,Golf,2017,Panini,Status,generated,golf 2017 status,Golf 2017 Panini Status
generated_Golf_2017_Immaculate,Immaculate,Golf,2017,Panini,Immaculate,generated,golf 2017 immaculate,Golf 2017 Panini Immaculate
generated_Golf_2017_National Treasures,National Treasures,Golf,2017,Panini,National Treasures,generated,golf 2017 national treasures,Golf 2017 Panini National Treasures
generated_Golf_2016_Series One,Series One,Golf,2016,Topps,Series One,generated,golf 2016 series one,Golf 2016 Topps Series One
generated_Golf_2016_Chrome,Chrome,Golf,2016,Topps,Chrome,generated,golf 2016 chrome,Golf 2016 Topps Chrome
generated_Golf_2016_Prizm,Prizm,Golf,2016,Panini,Prizm,generated,golf 2016 prizm,Golf 2016 Panini Prizm
generated_Golf_2016_Select,Select,Golf,2016,Panini,Select,generated,golf 2016 select,Golf 2016 Panini Select
generated_Golf_2016_Optic,Optic,Golf,2016,Donruss,Optic,generated,golf 2016 optic,Golf 2016 Donruss Optic
generated_Golf_2016_Donruss,Donruss,Golf,2016,Donruss,Donruss,generated,golf 2016 donruss,Golf 2016 Donruss Donruss
generated_Golf_2016_Hoops,Hoops,Golf,2016,Panini,Hoops,generated,golf 2016 hoops,Golf 2016 Panini Hoops
generated_Golf_2016_Chronicles,Chronicles,Golf,2016,Panini,Chronicles,generated,golf 2016 chronicles,Golf 2016 Panini Chronicles
generated_Golf_2016_Spectra,Spectra,Golf,2016,Panini,Spectra,generated,golf 2016 spectra,Golf 2016 Panini Spectra
generated_Golf_2016_Illusions,Illusions,Golf,2016,Panini,Illusions,generated,golf 2016 illusions,Golf 2016 Panini Illusions
generated_Golf_2016_Contenders,Contenders,Golf,2016,Upper Deck,Contenders,generated,golf 2016 contenders,Golf 2016 Upper Deck Contenders
generated_Golf_2016_Obsidian,Obsidian,Golf,2016,Panini,Obsidian,generated,golf 2016 obsidian,Golf 2016 Panini Obsidian
generated_Golf_2016_Flux,Flux,Golf,2016,Panini,Flux,generated,golf 2016 flux,Golf 2016 Panini Flux
generated_Golf_2016_Crown Royale,Crown Royale,Golf,2016,Panini,Crown Royale,generated,golf 2016 crown royale,Golf 2016 Panini Crown Royale
generated_Golf_2016_Phoenix,Phoenix,Golf,2016,Panini,Phoenix,generated,golf 2016 phoenix,Golf 2016 Panini Phoenix
generated_Golf_2016_Recon,Recon,Golf,2016,Panini,Recon,generated,golf 2016 recon,Golf 2016 Panini Recon
generated_Golf_2016_Status,Status,Golf,2016,Panini,Status,generated,golf 2016 status,Golf 2016 Panini Status
generated_Golf_2016_Immaculate,Immaculate,Golf,2016,Panini,Immaculate,generated,golf 2016 immaculate,Golf 2016 Panini Immaculate
generated_Golf_2016_National Treasures,National Treasures,Golf,2016,Panini,National Treasures,generated,golf 2016 national treasures,Golf 2016 Panini National Treasures
generated_Golf_2015_Series One,Series One,Golf,2015,Topps,Series One,generated,golf 2015 series one,Golf 2015 Topps Series One
generated_Golf_2015_Chrome,Chrome,Golf,2015,Topps,Chrome,generated,golf 2015 chrome,Golf 2015 Topps Chrome
generated_Golf_2015_Prizm,Prizm,Golf,2015,Panini,Prizm,generated,golf 2015 prizm,Golf 2015 Panini Prizm
generated_Golf_2015_Select,Select,Golf,2015,Panini,Select,generated,golf 2015 select,Golf 2015 Panini Select
generated_Golf_2015_Optic,Optic,Golf,2015,Donruss,Optic,generated,golf 2015 optic,Golf 2015 Donruss Optic
generated_Golf_2015_Donruss,Donruss,Golf,2015,Donruss,Donruss,generated,golf 2015 donruss,Golf 2015 Donruss Donruss
generated_Golf_2015_Hoops,Hoops,Golf,2015,Panini,Hoops,generated,golf 2015 hoops,Golf 2015 Panini Hoops
generated_Golf_2015_Chronicles,Chronicles,Golf,2015,Panini,Chronicles,generated,golf 2015 chronicles,Golf 2015 Panini Chronicles
generated_Golf_2015_Spectra,Spectra,Golf,2015,Panini,Spectra,generated,golf 2015 spectra,Golf 2015 Panini Spectra
generated_Golf_2015_Illusions,Illusions,Golf,2015,Panini,Illusions,generated,golf 2015 illusions,Golf 2015 Panini Illusions
generated_Golf_2015_Contenders,Contenders,Golf,2015,Upper Deck,Contenders,generated,golf 2015 contenders,Golf 2015 Upper Deck Contenders
generated_Golf_2015_Obsidian,Obsidian,Golf,2015,Panini,Obsidian,generated,golf 2015 obsidian,Golf 2015 Panini Obsidian
generated_Golf_2015_Flux,Flux,Golf,2015,Panini,Flux,generated,golf 2015 flux,Golf 2015 Panini Flux
generated_Golf_2015_Crown Royale,Crown Royale,Golf,2015,Panini,Crown Royale,generated,golf 2015 crown royale,Golf 2015 Panini Crown Royale
generated_Golf_2015_Phoenix,Phoenix,Golf,2015,Panini,Phoenix,generated,golf 2015 phoenix,Golf 2015 Panini Phoenix
generated_Golf_2015_Recon,Recon,Golf,2015,Panini,Recon,generated,golf 2015 recon,Golf 2015 Panini Recon
generated_Golf_2015_Status,Status,Golf,2015,Panini,Status,generated,golf 2015 status,Golf 2015 Panini Status
generated_Golf_2015_Immaculate,Immaculate,Golf,2015,Panini,Immaculate,generated,golf 2015 immaculate,Golf 2015 Panini Immaculate
generated_Golf_2015_National Treasures,National Treasures,Golf,2015,Panini,National Treasures,generated,golf 2015 national treasures,Golf 2015 Panini National Treasures
generated_Golf_2014_Series One,Series One,Golf,2014,Topps,Series One,generated,golf 2014 series one,Golf 2014 Topps Series One
generated_Golf_2014_Chrome,Chrome,Golf,2014,Topps,Chrome,generated,golf 2014 chrome,Golf 2014 Topps Chrome
generated_Golf_2014_Prizm,Prizm,Golf,2014,Panini,Prizm,generated,golf 2014 prizm,Golf 2014 Panini Prizm
generated_Golf_2014_Select,Select,Golf,2014,Panini,Select,generated,golf 2014 select,Golf 2014 Panini Select
generated_Golf_2014_Optic,Optic,Golf,2014,Donruss,Optic,generated,golf 2014 optic,Golf 2014 Donruss Optic
generated_Golf_2014_Donruss,Donruss,Golf,2014,Donruss,Donruss,generated,golf 2014 donruss,Golf 2014 Donruss Donruss
generated_Golf_2014_Hoops,Hoops,Golf,2014,Panini,Hoops,generated,golf 2014 hoops,Golf 2014 Panini Hoops
generated_Golf_2014_Chronicles,Chronicles,Golf,2014,Panini,Chronicles,generated,golf 2014 chronicles,Golf 2014 Panini Chronicles
generated_Golf_2014_Spectra,Spectra,Golf,2014,Panini,Spectra,generated,golf 2014 spectra,Golf 2014 Panini Spectra
generated_Golf_2014_Illusions,Illusions,Golf,2014,Panini,Illusions,generated,golf 2014 illusions,Golf 2014 Panini Illusions
generated_Golf_2014_Contenders,Contenders,Golf,2014,Upper Deck,Contenders,generated,golf 2014 contenders,Golf 2014 Upper Deck Contenders
generated_Golf_2014_Obsidian,Obsidian,Golf,2014,Panini,Obsidian,generated,golf 2014 obsidian,Golf 2014 Panini Obsidian
generated_Golf_2014_Flux,Flux,Golf,2014,Panini,Flux,generated,golf 2014 flux,Golf 2014 Panini Flux
generated_Golf_2014_Crown Royale,Crown Royale,Golf,2014,Panini,Crown Royale,generated,golf 2014 crown royale,Golf 2014 Panini Crown Royale
generated_Golf_2014_Phoenix,Phoenix,Golf,2014,Panini,Phoenix,generated,golf 2014 phoenix,Golf 2014 Panini Phoenix
generated_Golf_2014_Recon,Recon,Golf,2014,Panini,Recon,generated,golf 2014 recon,Golf 2014 Panini Recon
generated_Golf_2014_Status,Status,Golf,2014,Panini,Status,generated,golf 2014 status,Golf 2014 Panini Status
generated_Golf_2014_Immaculate,Immaculate,Golf,2014,Panini,Immaculate,generated,golf 2014 immaculate,Golf 2014 Panini Immaculate
generated_Golf_2014_National Treasures,National Treasures,Golf,2014,Panini,National Treasures,generated,golf 2014 national treasures,Golf 2014 Panini National Treasures
generated_Golf_2013_Series One,Series One,Golf,2013,Topps,Series One,generated,golf 2013 series one,Golf 2013 Topps Series One
generated_Golf_2013_Chrome,Chrome,Golf,2013,Topps,Chrome,generated,golf 2013 chrome,Golf 2013 Topps Chrome
generated_Golf_2013_Prizm,Prizm,Golf,2013,Panini,Prizm,generated,golf 2013 prizm,Golf 2013 Panini Prizm
generated_Golf_2013_Select,Select,Golf,2013,Panini,Select,generated,golf 2013 select,Golf 2013 Panini Select
generated_Golf_2013_Optic,Optic,Golf,2013,Donruss,Optic,generated,golf 2013 optic,Golf 2013 Donruss Optic
generated_Golf_2013_Donruss,Donruss,Golf,2013,Donruss,Donruss,generated,golf 2013 donruss,Golf 2013 Donruss Donruss
generated_Golf_2013_Hoops,Hoops,Golf,2013,Panini,Hoops,generated,golf 2013 hoops,Golf 2013 Panini Hoops
generated_Golf_2013_Chronicles,Chronicles,Golf,2013,Panini,Chronicles,generated,golf 2013 chronicles,Golf 2013 Panini Chronicles
generated_Golf_2013_Spectra,Spectra,Golf,2013,Panini,Spectra,generated,golf 2013 spectra,Golf 2013 Panini Spectra
generated_Golf_2013_Illusions,Illusions,Golf,2013,Panini,Illusions,generated,golf 2013 illusions,Golf 2013 Panini Illusions
generated_Golf_2013_Contenders,Contenders,Golf,2013,Upper Deck,Contenders,generated,golf 2013 contenders,Golf 2013 Upper Deck Contenders
generated_Golf_2013_Obsidian,Obsidian,Golf,2013,Panini,Obsidian,generated,golf 2013 obsidian,Golf 2013 Panini Obsidian
generated_Golf_2013_Flux,Flux,Golf,2013,Panini,Flux,generated,golf 2013 flux,Golf 2013 Panini Flux
generated_Golf_2013_Crown Royale,Crown Royale,Golf,2013,Panini,Crown Royale,generated,golf 2013 crown royale,Golf 2013 Panini Crown Royale
generated_Golf_2013_Phoenix,Phoenix,Golf,2013,Panini,Phoenix,generated,golf 2013 phoenix,Golf 2013 Panini Phoenix
generated_Golf_2013_Recon,Recon,Golf,2013,Panini,Recon,generated,golf 2013 recon,Golf 2013 Panini Recon
generated_Golf_2013_Status,Status,Golf,2013,Panini,Status,generated,golf 2013 status,Golf 2013 Panini Status
generated_Golf_2013_Immaculate,Immaculate,Golf,2013,Panini,Immaculate,generated,golf 2013 immaculate,Golf 2013 Panini Immaculate
generated_Golf_2013_National Treasures,National Treasures,Golf,2013,Panini,National Treasures,generated,golf 2013 national treasures,Golf 2013 Panini National Treasures
generated_Golf_2012_Series One,Series One,Golf,2012,Topps,Series One,generated,golf 2012 series one,Golf 2012 Topps Series One
generated_Golf_2012_Chrome,Chrome,Golf,2012,Topps,Chrome,generated,golf 2012 chrome,Golf 2012 Topps Chrome
generated_Golf_2012_Prizm,Prizm,Golf,2012,Panini,Prizm,generated,golf 2012 prizm,Golf 2012 Panini Prizm
generated_Golf_2012_Select,Select,Golf,2012,Panini,Select,generated,golf 2012 select,Golf 2012 Panini Select
generated_Golf_2012_Optic,Optic,Golf,2012,Donruss,Optic,generated,golf 2012 optic,Golf 2012 Donruss Optic
generated_Golf_2012_Donruss,Donruss,Golf,2012,Donruss,Donruss,generated,golf 2012 donruss,Golf 2012 Donruss Donruss
generated_Golf_2012_Hoops,Hoops,Golf,2012,Panini,Hoops,generated,golf 2012 hoops,Golf 2012 Panini Hoops
generated_Golf_2012_Chronicles,Chronicles,Golf,2012,Panini,Chronicles,generated,golf 2012 chronicles,Golf 2012 Panini Chronicles
generated_Golf_2012_Spectra,Spectra,Golf,2012,Panini,Spectra,generated,golf 2012 spectra,Golf 2012 Panini Spectra
generated_Golf_2012_Illusions,Illusions,Golf,2012,Panini,Illusions,generated,golf 2012 illusions,Golf 2012 Panini Illusions
generated_Golf_2012_Contenders,Contenders,Golf,2012,Upper Deck,Contenders,generated,golf 2012 contenders,Golf 2012 Upper Deck Contenders
generated_Golf_2012_Obsidian,Obsidian,Golf,2012,Panini,Obsidian,generated,golf 2012 obsidian,Golf 2012 Panini Obsidian
generated_Golf_2012_Flux,Flux,Golf,2012,Panini,Flux,generated,golf 2012 flux,Golf 2012 Panini Flux
generated_Golf_2012_Crown Royale,Crown Royale,Golf,2012,Panini,Crown Royale,generated,golf 2012 crown royale,Golf 2012 Panini Crown Royale
generated_Golf_2012_Phoenix,Phoenix,Golf,2012,Panini,Phoenix,generated,golf 2012 phoenix,Golf 2012 Panini Phoenix
generated_Golf_2012_Recon,Recon,Golf,2012,Panini,Recon,generated,golf 2012 recon,Golf 2012 Panini Recon
generated_Golf_2012_Status,Status,Golf,2012,Panini,Status,generated,golf 2012 status,Golf 2012 Panini Status
generated_Golf_2012_Immaculate,Immaculate,Golf,2012,Panini,Immaculate,generated,golf 2012 immaculate,Golf 2012 Panini Immaculate
generated_Golf_2012_National Treasures,National Treasures,Golf,2012,Panini,National Treasures,generated,golf 2012 national treasures,Golf 2012 Panini National Treasures
generated_Golf_2011_Series One,Series One,Golf,2011,Topps,Series One,generated,golf 2011 series one,Golf 2011 Topps Series One
generated_Golf_2011_Chrome,Chrome,Golf,2011,Topps,Chrome,generated,golf 2011 chrome,Golf 2011 Topps Chrome
generated_Golf_2011_Prizm,Prizm,Golf,2011,Panini,Prizm,generated,golf 2011 prizm,Golf 2011 Panini Prizm
